billing_class,billing_code,billing_code_type,billing_code_modifier,verdict,rule,reason
professional,L1230,HCPCS,['NU'],ALLOW,ok,
professional,53400,CPT,['U1'],ALLOW,ok,
professional,88283,CPT,[],ALLOW,ok,
professional,E0305,HCPCS,['UE'],ALLOW,ok,
professional,L5940,HCPCS,[],ALLOW,ok,
professional,55300,CPT,['U1'],ALLOW,ok,
professional,E1015,HCPCS,[],ALLOW,ok,
professional,K0011,HCPCS,"['RR','KF']",ALLOW,ok,
professional,81528,CPT,[],ALLOW,ok,
professional,51798,CPT,['U1'],ALLOW,ok,
professional,A4244,HCPCS,[],ALLOW,ok,
professional,E0550,HCPCS,['NU'],ALLOW,ok,
institutional,34847,CPT,[],ALLOW,ok,
professional,E0985,HCPCS,['KH'],ALLOW,ok,
professional,88241,CPT,['U1'],ALLOW,ok,
professional,82154,CPT,['26'],ALLOW,ok,
professional,92541,CPT,['26'],ALLOW,ok,
professional,72190,CPT,[],ALLOW,ok,
professional,78430,CPT,['26'],ALLOW,ok,
professional,70360,CPT,['26'],ALLOW,ok,
professional,86703,CPT,['TC'],ALLOW,ok,
institutional,37188,CPT,[],ALLOW,ok,
professional,86037,CPT,[],ALLOW,ok,
professional,G0421,HCPCS,['95'],ALLOW,ok,
professional,E2605,HCPCS,"['RR','UE','KE']",ALLOW,ok,
institutional,57292,CPT,[],ALLOW,ok,
professional,25073,CPT,[],ALLOW,ok,
professional,82438,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,64430,CPT,['U1'],ALLOW,ok,
professional,A4421,HCPCS,['NU'],ALLOW,ok,
institutional,63040,CPT,[],ALLOW,ok,
professional,E2361,HCPCS,"['UE','RR','KE']",ALLOW,ok,
professional,93460,CPT,['U1'],ALLOW,ok,
institutional,39560,CPT,[],ALLOW,ok,
professional,33430,CPT,['U1'],ALLOW,ok,
institutional,59870,CPT,[],ALLOW,ok,
professional,01160,CPT,[],ALLOW,ok,
professional,L0466,HCPCS,[],ALLOW,ok,
professional,77053,CPT,['TC'],ALLOW,ok,
institutional,02TD3ZZ,ICD,[],ALLOW,ok,
professional,50974,CPT,['U1'],ALLOW,ok,
professional,27590,CPT,[],ALLOW,ok,
professional,30300,CPT,[],ALLOW,ok,
institutional,26471,CPT,[],ALLOW,ok,
professional,33983,CPT,[],ALLOW,ok,
professional,L3961,HCPCS,[],ALLOW,ok,
professional,E2378,HCPCS,['KH'],ALLOW,ok,
professional,E0955,HCPCS,"['RR','NU','KE']",ALLOW,ok,
professional,64520,CPT,[],ALLOW,ok,
professional,E0671,HCPCS,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,45321,CPT,[],ALLOW,ok,
professional,54560,CPT,[],ALLOW,ok,
professional,82938,CPT,[],ALLOW,ok,
professional,83970,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,97804,CPT,['G0'],ALLOW,ok,
professional,L0626,HCPCS,['NU'],ALLOW,ok,
professional,11770,CPT,[],ALLOW,ok,
professional,0888T,CPT,[],ALLOW,ok,
institutional,24361,CPT,[],ALLOW,ok,
professional,S8040,HCPCS,[],ALLOW,ok,
institutional,44960,CPT,[],ALLOW,ok,
professional,L3740,HCPCS,[],ALLOW,ok,
professional,92928,CPT,['U1'],ALLOW,ok,
professional,35663,CPT,[],ALLOW,ok,
institutional,24470,CPT,[],ALLOW,ok,
institutional,29058,CPT,[],ALLOW,ok,
institutional,0274,RC,[],ALLOW,ok,
professional,45150,CPT,[],ALLOW,ok,
professional,E2508,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,K0856,HCPCS,['RR'],ALLOW,ok,
professional,E1818,HCPCS,['NU'],ALLOW,ok,
professional,35884,CPT,['U1'],ALLOW,ok,
institutional,27498,CPT,[],ALLOW,ok,
professional,J2278,HCPCS,[],ALLOW,ok,
professional,E2328,HCPCS,"['RR','NU','KE']",ALLOW,ok,
professional,E0781,HCPCS,['NU'],ALLOW,ok,
professional,31579,CPT,['U1'],ALLOW,ok,
professional,89230,CPT,['TC'],ALLOW,ok,
professional,92315,CPT,[],ALLOW,ok,
institutional,35189,CPT,[],ALLOW,ok,
professional,85337,CPT,['26'],ALLOW,ok,
professional,E2120,HCPCS,[],ALLOW,ok,
professional,44370,CPT,[],ALLOW,ok,
professional,A4429,HCPCS,[],ALLOW,ok,
professional,27722,CPT,['U1'],ALLOW,ok,
professional,74330,CPT,[],ALLOW,ok,
professional,77790,CPT,['U1'],ALLOW,ok,
professional,J7501,HCPCS,[],ALLOW,ok,
professional,A6568,HCPCS,['NU'],ALLOW,ok,
professional,78072,CPT,['U1'],ALLOW,ok,
professional,84704,CPT,['TC'],ALLOW,ok,
institutional,38589,CPT,[],ALLOW,ok,
institutional,61055,CPT,[],ALLOW,ok,
institutional,0291,MS-DRG,[],ALLOW,ok,
professional,84485,CPT,['26'],ALLOW,ok,
institutional,2W3AX3Z,ICD,[],ALLOW,ok,
professional,87260,CPT,['TC'],ALLOW,ok,
institutional,DXL2,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
professional,83015,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,E1033,HCPCS,['NU'],ALLOW,ok,
professional,Q4180,HCPCS,[],ALLOW,ok,
professional,86653,CPT,['26'],ALLOW,ok,
institutional,61750,CPT,[],ALLOW,ok,
professional,92019,CPT,[],ALLOW,ok,
professional,44900,CPT,[],ALLOW,ok,
professional,L7404,HCPCS,[],ALLOW,ok,
professional,74400,CPT,[],ALLOW,ok,
professional,63290,CPT,[],ALLOW,ok,
professional,L2128,HCPCS,['NU'],ALLOW,ok,
professional,A6507,HCPCS,[],ALLOW,ok,
institutional,0153,MS-DRG,[],ALLOW,ok,
institutional,0D16079,ICD,[],ALLOW,ok,
professional,86821,CPT,['TC'],ALLOW,ok,
professional,54380,CPT,['U1'],ALLOW,ok,
professional,36838,CPT,['U1'],ALLOW,ok,
professional,47383,CPT,[],ALLOW,ok,
professional,T1000,HCPCS,"['TE','UA']",ALLOW,ok,
institutional,31570,CPT,[],ALLOW,ok,
institutional,51860,CPT,[],ALLOW,ok,
professional,01961,CPT,[],ALLOW,ok,
professional,15832,CPT,[],ALLOW,ok,
professional,20220,CPT,[],ALLOW,ok,
professional,0876T,CPT,['26'],ALLOW,ok,
professional,15572,CPT,[],ALLOW,ok,
professional,83632,CPT,['U1'],ALLOW,ok,
institutional,0544,RC,[],ALLOW,ok,
institutional,0W4M0K0,ICD,[],ALLOW,ok,
professional,85420,CPT,['TC'],ALLOW,ok,
professional,93227,CPT,['U1'],ALLOW,ok,
professional,Q2028,HCPCS,[],ALLOW,ok,
professional,36013,CPT,['U1'],ALLOW,ok,
institutional,0947,MS-DRG,[],ALLOW,ok,
institutional,23075,CPT,[],ALLOW,ok,
professional,A4266,HCPCS,['NU'],ALLOW,ok,
professional,96159,CPT,['GQ'],ALLOW,ok,
professional,84392,CPT,['TC'],ALLOW,ok,
professional,82180,CPT,['U1'],ALLOW,ok,
professional,77306,CPT,['U1'],ALLOW,ok,
professional,75743,CPT,['26'],ALLOW,ok,
professional,E2384,HCPCS,['RR'],ALLOW,ok,
professional,28456,CPT,['U1'],ALLOW,ok,
professional,A4328,HCPCS,['NU'],ALLOW,ok,
professional,82331,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,26548,CPT,['U1'],ALLOW,ok,
professional,82044,CPT,[],ALLOW,ok,
professional,00470,CPT,[],ALLOW,ok,
professional,96401,CPT,['26'],ALLOW,ok,
institutional,DG21HZZ,ICD,[],ALLOW,ok,
professional,74220,CPT,['26'],ALLOW,ok,
professional,A6261,HCPCS,['NU'],ALLOW,ok,
institutional,21048,CPT,[],ALLOW,ok,
professional,S0155,HCPCS,[],ALLOW,ok,
professional,82139,CPT,[],ALLOW,ok,
institutional,21060,CPT,[],ALLOW,ok,
professional,97032,CPT,['TC'],ALLOW,ok,
professional,E1831,HCPCS,['UE'],ALLOW,ok,
professional,L5925,HCPCS,['RR'],ALLOW,ok,
professional,A0100,HCPCS,[],ALLOW,ok,
professional,00930,CPT,[],ALLOW,ok,
professional,87427,CPT,['TC'],ALLOW,ok,
professional,30430,CPT,[],ALLOW,ok,
professional,86687,CPT,['U1'],ALLOW,ok,
professional,52281,CPT,[],ALLOW,ok,
professional,84143,CPT,['TC'],ALLOW,ok,
professional,78635,CPT,['U1'],ALLOW,ok,
professional,54250,CPT,[],ALLOW,ok,
professional,L2510,HCPCS,[],ALLOW,ok,
professional,L3225,HCPCS,['UE'],ALLOW,ok,
professional,Q0485,HCPCS,['NU'],ALLOW,ok,
professional,E1002,HCPCS,"['UE','NU','KE']",ALLOW,ok,
professional,76377,CPT,['TC'],ALLOW,ok,
professional,96366,CPT,[],ALLOW,ok,
professional,87527,CPT,[],ALLOW,ok,
professional,E2310,HCPCS,['NU'],ALLOW,ok,
professional,27165,CPT,['U1'],ALLOW,ok,
professional,95165,CPT,['26'],ALLOW,ok,
professional,86707,CPT,[],ALLOW,ok,
professional,R0075,HCPCS,[],ALLOW,ok,
professional,J3070,HCPCS,[],ALLOW,ok,
professional,47532,CPT,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,83015,CPT,[],ALLOW,ok,
professional,E0199,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,95800,CPT,['26'],ALLOW,ok,
professional,87850,CPT,['U1'],ALLOW,ok,
institutional,0784T,CPT,[],ALLOW,ok,
professional,86971,CPT,['26'],ALLOW,ok,
institutional,69740,CPT,[],ALLOW,ok,
institutional,64445,CPT,[],ALLOW,ok,
institutional,64451,CPT,[],ALLOW,ok,
professional,V2303,HCPCS,['NU'],ALLOW,ok,
professional,01650,CPT,[],ALLOW,ok,
institutional,OCC,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
professional,10011,CPT,[],ALLOW,ok,
institutional,33274,CPT,[],ALLOW,ok,
institutional,64479,CPT,[],ALLOW,ok,
professional,31610,CPT,[],ALLOW,ok,
professional,P2029,HCPCS,['TC'],ALLOW,ok,
professional,26080,CPT,[],ALLOW,ok,
professional,29850,CPT,['U1'],ALLOW,ok,
professional,E2201,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,92558,CPT,[],ALLOW,ok,
professional,32661,CPT,['U1'],ALLOW,ok,
professional,L1210,HCPCS,[],ALLOW,ok,
institutional,26991,CPT,[],ALLOW,ok,
professional,78740,CPT,['U1'],ALLOW,ok,
professional,70010,CPT,['U1'],ALLOW,ok,
institutional,28476,CPT,[],ALLOW,ok,
professional,76770,CPT,[],ALLOW,ok,
institutional,25076,CPT,[],ALLOW,ok,
institutional,0575,MS-DRG,[],ALLOW,ok,
professional,K0601,HCPCS,['RR'],ALLOW,ok,
professional,87040,CPT,['U1'],ALLOW,ok,
professional,85027,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,46730,CPT,[],ALLOW,ok,
professional,81218,CPT,[],ALLOW,ok,
professional,28234,CPT,[],ALLOW,ok,
professional,74355,CPT,['26'],ALLOW,ok,
professional,86161,CPT,['26'],ALLOW,ok,
professional,S3655,HCPCS,[],ALLOW,ok,
institutional,45350,CPT,[],ALLOW,ok,
professional,83727,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
institutional,45378,CPT,[],ALLOW,ok,
professional,29040,CPT,['U1'],ALLOW,ok,
professional,E1701,HCPCS,['NU'],ALLOW,ok,
professional,E2382,HCPCS,"['UE','KE']",ALLOW,ok,
professional,87552,CPT,['TC'],ALLOW,ok,
professional,Q4026,HCPCS,['NU'],ALLOW,ok,
institutional,57150,CPT,[],ALLOW,ok,
professional,86804,CPT,['26'],ALLOW,ok,
professional,57540,CPT,['U1'],ALLOW,ok,
professional,J3263,HCPCS,[],ALLOW,ok,
professional,37223,CPT,[],ALLOW,ok,
professional,G8536,HCPCS,[],ALLOW,ok,
professional,E0470,HCPCS,[],ALLOW,ok,
professional,J0770,HCPCS,[],ALLOW,ok,
professional,K0608,HCPCS,[],ALLOW,ok,
professional,L3470,HCPCS,['NU'],ALLOW,ok,
institutional,37262,CPT,[],ALLOW,ok,
institutional,HDL2,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
professional,A4395,HCPCS,[],ALLOW,ok,
institutional,37276,CPT,[],ALLOW,ok,
professional,50380,CPT,[],ALLOW,ok,
professional,B4035,HCPCS,['NU'],ALLOW,ok,
professional,80334,CPT,[],ALLOW,ok,
professional,E0266,HCPCS,['MS'],ALLOW,ok,
professional,Q4051,HCPCS,[],ALLOW,ok,
institutional,58240,CPT,[],ALLOW,ok,
institutional,58579,CPT,[],ALLOW,ok,
professional,E0373,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,87899,CPT,['QW'],ALLOW,ok,
institutional,0340,MS-DRG,[],ALLOW,ok,
professional,93886,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,G0397,HCPCS,['GQ'],ALLOW,ok,
professional,23101,CPT,[],ALLOW,ok,
institutional,58545,CPT,[],ALLOW,ok,
professional,E1060,HCPCS,['KH'],ALLOW,ok,
institutional,35566,CPT,[],ALLOW,ok,
professional,L6680,HCPCS,['RR'],ALLOW,ok,
professional,80145,CPT,[],ALLOW,ok,
institutional,55876,CPT,[],ALLOW,ok,
professional,L2136,HCPCS,[],ALLOW,ok,
institutional,55862,CPT,[],ALLOW,ok,
professional,E0942,HCPCS,['RR'],ALLOW,ok,
professional,K0829,HCPCS,[],ALLOW,ok,
professional,94016,CPT,[],ALLOW,ok,
institutional,35572,CPT,[],ALLOW,ok,
professional,E2377,HCPCS,"['RR','NU','KE']",ALLOW,ok,
professional,K0065,HCPCS,[],ALLOW,ok,
professional,66160,CPT,[],ALLOW,ok,
professional,C1725,HCPCS,[],DENY,range.prof_c_code,C-codes are OPPS hospital-outpatient (institutional) only
professional,43652,CPT,['U1'],ALLOW,ok,
professional,E0143,HCPCS,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,93640,CPT,['TC'],ALLOW,ok,
professional,43253,CPT,[],ALLOW,ok,
professional,Q4009,HCPCS,[],ALLOW,ok,
professional,57300,CPT,[],ALLOW,ok,
institutional,27766,CPT,[],ALLOW,ok,
professional,J9200,HCPCS,[],ALLOW,ok,
professional,99183,CPT,[],ALLOW,ok,
professional,92273,CPT,['26'],ALLOW,ok,
professional,67340,CPT,[],ALLOW,ok,
institutional,44385,CPT,[],ALLOW,ok,
professional,99231,CPT,['GT'],ALLOW,ok,
institutional,27077,CPT,[],ALLOW,ok,
institutional,44391,CPT,[],ALLOW,ok,
professional,E0245,HCPCS,[],ALLOW,ok,
institutional,0318,MS-DRG,[],ALLOW,ok,
professional,64483,CPT,[],ALLOW,ok,
professional,77761,CPT,['TC'],ALLOW,ok,
professional,K0871,HCPCS,[],ALLOW,ok,
professional,33820,CPT,[],ALLOW,ok,
professional,81302,CPT,['26'],ALLOW,ok,
professional,69636,CPT,['U1'],ALLOW,ok,
professional,93352,CPT,['U1'],ALLOW,ok,
professional,85555,CPT,['TC'],ALLOW,ok,
institutional,47379,CPT,[],ALLOW,ok,
professional,72159,CPT,['U1'],ALLOW,ok,
professional,76770,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,28045,CPT,[],ALLOW,ok,
professional,82728,CPT,['26'],ALLOW,ok,
professional,84166,CPT,['26'],ALLOW,ok,
professional,A4313,HCPCS,['NU'],ALLOW,ok,
professional,88272,CPT,['U1'],ALLOW,ok,
professional,28222,CPT,['U1'],ALLOW,ok,
professional,S0174,HCPCS,[],ALLOW,ok,
professional,44382,CPT,[],ALLOW,ok,
professional,T2027,HCPCS,[],ALLOW,ok,
professional,87590,CPT,['U1'],ALLOW,ok,
professional,35303,CPT,['U1'],ALLOW,ok,
professional,C2631,HCPCS,[],DENY,range.prof_c_code,C-codes are OPPS hospital-outpatient (institutional) only
professional,78290,CPT,['U1'],ALLOW,ok,
professional,69636,CPT,[],ALLOW,ok,
professional,53852,CPT,[],ALLOW,ok,
professional,77401,CPT,[],ALLOW,ok,
institutional,0747,MS-DRG,[],ALLOW,ok,
institutional,0237T,CPT,[],ALLOW,ok,
professional,A4412,HCPCS,['NU'],ALLOW,ok,
professional,K0462,HCPCS,[],ALLOW,ok,
professional,Q0488,HCPCS,[],ALLOW,ok,
professional,19105,CPT,[],ALLOW,ok,
professional,80169,CPT,[],ALLOW,ok,
professional,E2390,HCPCS,"['RR','NU','KE']",ALLOW,ok,
professional,93453,CPT,['U1'],ALLOW,ok,
institutional,56440,CPT,[],ALLOW,ok,
professional,50947,CPT,['U1'],ALLOW,ok,
professional,A7038,HCPCS,['NU'],ALLOW,ok,
professional,E0668,HCPCS,['RR'],ALLOW,ok,
institutional,61864,CPT,[],ALLOW,ok,
professional,T4544,HCPCS,['NU'],ALLOW,ok,
institutional,44145,CPT,[],ALLOW,ok,
professional,L1836,HCPCS,[],ALLOW,ok,
professional,12041,CPT,[],ALLOW,ok,
institutional,44151,CPT,[],ALLOW,ok,
institutional,29855,CPT,[],ALLOW,ok,
professional,35691,CPT,[],ALLOW,ok,
institutional,44640,CPT,[],ALLOW,ok,
professional,E0472,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,E0642,HCPCS,[],ALLOW,ok,
professional,81349,CPT,[],ALLOW,ok,
professional,E2615,HCPCS,"['UE','NU','KE']",ALLOW,ok,
professional,30802,CPT,['U1'],ALLOW,ok,
institutional,24566,CPT,[],ALLOW,ok,
professional,57020,CPT,[],ALLOW,ok,
professional,K0006,HCPCS,['KI'],ALLOW,ok,
professional,28114,CPT,[],ALLOW,ok,
professional,75902,CPT,['TC'],ALLOW,ok,
professional,27562,CPT,[],ALLOW,ok,
professional,Q4263,HCPCS,[],ALLOW,ok,
professional,27822,CPT,[],ALLOW,ok,
professional,82952,CPT,['TC'],ALLOW,ok,
professional,33971,CPT,[],ALLOW,ok,
professional,A6526,HCPCS,[],ALLOW,ok,
professional,90935,CPT,[],ALLOW,ok,
professional,70481,CPT,[],ALLOW,ok,
professional,E0620,HCPCS,['KI'],ALLOW,ok,
professional,E0202,HCPCS,['KH'],ALLOW,ok,
institutional,0DV64DZ,ICD,[],ALLOW,ok,
institutional,26567,CPT,[],ALLOW,ok,
professional,64892,CPT,[],ALLOW,ok,
professional,E2208,HCPCS,"['RR','KE']",ALLOW,ok,
professional,81234,CPT,[],ALLOW,ok,
institutional,26262,CPT,[],ALLOW,ok,
institutional,45190,CPT,[],ALLOW,ok,
professional,L6350,HCPCS,['RR'],ALLOW,ok,
professional,J9032,HCPCS,[],ALLOW,ok,
professional,Q2009,HCPCS,[],ALLOW,ok,
professional,L6382,HCPCS,[],ALLOW,ok,
professional,L6635,HCPCS,['UE'],ALLOW,ok,
professional,94664,CPT,['GQ'],ALLOW,ok,
professional,82525,CPT,['U1'],ALLOW,ok,
professional,83785,CPT,['TC'],ALLOW,ok,
professional,85597,CPT,['U1'],ALLOW,ok,
professional,32160,CPT,['U1'],ALLOW,ok,
professional,87253,CPT,['TC'],ALLOW,ok,
professional,99304,CPT,['U1'],ALLOW,ok,
institutional,DD27DZZ,ICD,[],ALLOW,ok,
professional,L8044,HCPCS,['KM'],ALLOW,ok,
professional,21011,CPT,['U1'],ALLOW,ok,
institutional,54344,CPT,[],ALLOW,ok,
professional,26742,CPT,[],ALLOW,ok,
professional,83026,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,97152,CPT,['G0'],ALLOW,ok,
professional,93798,CPT,['GQ'],ALLOW,ok,
professional,54650,CPT,['U1'],ALLOW,ok,
professional,88271,CPT,[],ALLOW,ok,
professional,92920,CPT,['U1'],ALLOW,ok,
professional,G9485,HCPCS,[],ALLOW,ok,
professional,50694,CPT,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,L3204,HCPCS,['NU'],ALLOW,ok,
institutional,0UQMXZZ,ICD,[],ALLOW,ok,
institutional,15777,CPT,[],ALLOW,ok,
professional,E2500,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,K0044,HCPCS,[],ALLOW,ok,
professional,L8030,HCPCS,['NU'],ALLOW,ok,
professional,K0808,HCPCS,[],ALLOW,ok,
professional,E1810,HCPCS,['NU'],ALLOW,ok,
professional,00750,CPT,[],ALLOW,ok,
professional,G0560,HCPCS,['G0'],ALLOW,ok,
institutional,15941,CPT,[],ALLOW,ok,
professional,47721,CPT,['U1'],ALLOW,ok,
professional,93458,CPT,[],ALLOW,ok,
professional,50386,CPT,['U1'],ALLOW,ok,
professional,35002,CPT,[],ALLOW,ok,
professional,76801,CPT,['U1'],ALLOW,ok,
professional,21151,CPT,[],ALLOW,ok,
institutional,0D1A0KA,ICD,[],ALLOW,ok,
professional,Q4028,HCPCS,[],ALLOW,ok,
professional,31571,CPT,['U1'],ALLOW,ok,
institutional,33993,CPT,[],ALLOW,ok,
institutional,33987,CPT,[],ALLOW,ok,
professional,86337,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
institutional,93620,CPT,[],ALLOW,ok,
institutional,0339,MS-DRG,[],ALLOW,ok,
professional,24300,CPT,['U1'],ALLOW,ok,
professional,92557,CPT,['TC'],ALLOW,ok,
professional,31530,CPT,[],ALLOW,ok,
professional,35671,CPT,['50'],ALLOW,ok,
professional,B4105,HCPCS,[],ALLOW,ok,
professional,01830,CPT,[],ALLOW,ok,
professional,89051,CPT,[],ALLOW,ok,
professional,K0850,HCPCS,[],ALLOW,ok,
professional,27664,CPT,['U1'],ALLOW,ok,
professional,E0256,HCPCS,['KJ'],ALLOW,ok,
professional,L6905,HCPCS,['NU'],ALLOW,ok,
professional,J0164,HCPCS,[],ALLOW,ok,
professional,88367,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,60271,CPT,['U1'],ALLOW,ok,
professional,E0482,HCPCS,['RR'],ALLOW,ok,
professional,87485,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,86357,CPT,['U1'],ALLOW,ok,
professional,E2620,HCPCS,"['UE','NU','KE']",ALLOW,ok,
professional,88249,CPT,['U1'],ALLOW,ok,
professional,92549,CPT,['26'],ALLOW,ok,
professional,20100,CPT,[],ALLOW,ok,
professional,37790,CPT,[],ALLOW,ok,
professional,78799,CPT,[],ALLOW,ok,
professional,10140,CPT,[],ALLOW,ok,
institutional,0554,MS-DRG,[],ALLOW,ok,
professional,87338,CPT,['26'],ALLOW,ok,
institutional,65155,CPT,[],ALLOW,ok,
institutional,2W3CXYZ,ICD,[],ALLOW,ok,
professional,L3891,HCPCS,[],ALLOW,ok,
professional,88307,CPT,['U1'],ALLOW,ok,
professional,A4429,HCPCS,['NU'],ALLOW,ok,
professional,H2019,HCPCS,[],ALLOW,ok,
institutional,52353,CPT,[],ALLOW,ok,
professional,86645,CPT,['TC'],ALLOW,ok,
professional,99387,CPT,['95'],ALLOW,ok,
professional,35276,CPT,['U1'],ALLOW,ok,
professional,K0816,HCPCS,['KI'],ALLOW,ok,
professional,77407,CPT,['U1'],ALLOW,ok,
institutional,52442,CPT,[],ALLOW,ok,
professional,87276,CPT,['26'],ALLOW,ok,
professional,A7003,HCPCS,['NU'],ALLOW,ok,
professional,G3003,HCPCS,['95'],ALLOW,ok,
professional,89220,CPT,[],ALLOW,ok,
institutional,43888,CPT,[],ALLOW,ok,
professional,45800,CPT,[],ALLOW,ok,
professional,82977,CPT,['26'],ALLOW,ok,
professional,88000,CPT,[],ALLOW,ok,
professional,83918,CPT,['U1'],ALLOW,ok,
professional,75840,CPT,[],ALLOW,ok,
professional,87476,CPT,[],ALLOW,ok,
professional,E2370,HCPCS,['KH'],ALLOW,ok,
professional,45540,CPT,[],ALLOW,ok,
professional,V2790,HCPCS,[],ALLOW,ok,
professional,E1236,HCPCS,['KI'],ALLOW,ok,
professional,90869,CPT,['U1'],ALLOW,ok,
professional,21320,CPT,[],ALLOW,ok,
professional,J0751,HCPCS,[],ALLOW,ok,
professional,ANS2,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
institutional,43193,CPT,[],ALLOW,ok,
professional,E2327,HCPCS,"['NU','KE']",ALLOW,ok,
institutional,47542,CPT,[],ALLOW,ok,
professional,92602,CPT,['U1'],ALLOW,ok,
professional,96409,CPT,['26'],ALLOW,ok,
professional,32652,CPT,['U1'],ALLOW,ok,
professional,84485,CPT,[],ALLOW,ok,
institutional,0258,RC,[],ALLOW,ok,
institutional,27846,CPT,[],ALLOW,ok,
institutional,47556,CPT,[],ALLOW,ok,
professional,G6012,HCPCS,['U1'],ALLOW,ok,
professional,S4023,HCPCS,[],ALLOW,ok,
professional,85014,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,87073,CPT,['U1'],ALLOW,ok,
professional,81261,CPT,['TC'],ALLOW,ok,
professional,Q0501,HCPCS,[],ALLOW,ok,
professional,82705,CPT,['TC'],ALLOW,ok,
professional,00211,CPT,[],ALLOW,ok,
professional,11450,CPT,[],ALLOW,ok,
institutional,27175,CPT,[],ALLOW,ok,
institutional,27161,CPT,[],ALLOW,ok,
professional,E1820,HCPCS,[],ALLOW,ok,
institutional,C9765,HCPCS,[],ALLOW,ok,
professional,G2083,HCPCS,[],ALLOW,ok,
institutional,27658,CPT,[],ALLOW,ok,
institutional,0DL77DZ,ICD,[],ALLOW,ok,
professional,86152,CPT,['26'],ALLOW,ok,
professional,78261,CPT,['TC'],ALLOW,ok,
professional,88283,CPT,['TC'],ALLOW,ok,
institutional,0154,RC,[],ALLOW,ok,
professional,Q4015,HCPCS,['NU'],ALLOW,ok,
professional,87561,CPT,['TC'],ALLOW,ok,
institutional,27664,CPT,[],ALLOW,ok,
institutional,35361,CPT,[],ALLOW,ok,
professional,G6005,HCPCS,[],ALLOW,ok,
professional,G0237,HCPCS,[],ALLOW,ok,
professional,E0191,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,58291,CPT,['U1'],ALLOW,ok,
professional,L5961,HCPCS,[],ALLOW,ok,
institutional,62269,CPT,[],ALLOW,ok,
professional,95808,CPT,['26'],ALLOW,ok,
professional,64885,CPT,['U1'],ALLOW,ok,
professional,27808,CPT,['U1'],ALLOW,ok,
professional,29916,CPT,['U1'],ALLOW,ok,
professional,E1012,HCPCS,['UE'],ALLOW,ok,
institutional,61590,CPT,[],ALLOW,ok,
professional,E1034,HCPCS,[],ALLOW,ok,
professional,44050,CPT,[],ALLOW,ok,
institutional,0696,MS-DRG,[],ALLOW,ok,
institutional,61584,CPT,[],ALLOW,ok,
professional,82951,CPT,['QW'],ALLOW,ok,
professional,44402,CPT,['U1'],ALLOW,ok,
institutional,58356,CPT,[],ALLOW,ok,
institutional,60254,CPT,[],ALLOW,ok,
professional,26490,CPT,[],ALLOW,ok,
institutional,60240,CPT,[],ALLOW,ok,
professional,31200,CPT,[],ALLOW,ok,
professional,95816,CPT,['TC'],ALLOW,ok,
institutional,0098T,CPT,[],ALLOW,ok,
professional,84830,CPT,['26'],ALLOW,ok,
